NAWQA_ID,DATE,TIME,4_2 FTS-RMK,4_2 FTS-VA,6_2 FTS-RMK,6_2 FTS-VA,8_2 FTS-RMK,8_2 FTS-VA,N-EtFOSAA-RMK,N-EtFOSAA-VA,N-MeFOSAA-RMK,N-MeFOSAA-VA,PFBS-RMK,PFBS-V,PFBA-RMK,PFBA-VA,PFDS-RMK,PFDS-VA,PFDA-RMK,PFDA-VA,PFDoA-RMK,PFDoA-VA,PFHpS-RMK,PFHpS-VA,PFHpA-RMK,PFHpA-VA,PFHxS-RMK,PFHxS-VA,PFHxA-RMK,PFHxA-VA,PFNS-RMK,PFNS-VA,PFNA-RMK,PFNA-VA,PFOSA-RMK,PFOSA-VA,PFOS-RMK,PFOS-VA,PFOA-RMK,PFOA-VA,PFPeS-RMK,PFPeS-VA,PFPeA-RMK,PFPeA-VA,PFTeDA-RMK,PFTeDA-VA,PFTrDA-RMK,PFTrDA-VA,PFUnA-RMK,PFUnA-VA
MISESUS4-08,7/16/2019,1445,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-09,7/17/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-11,8/29/2019,1100,<,7.7,<,7.7,<,7.7,<,19.0,<,19.0,<,3.8,<,7.7,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8
MISESUS4-12,5/9/2019,1100,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
MISESUS4-14,5/8/2019,1000,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
MISESUS4-15,5/8/2019,1430,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-17,6/4/2019,1530,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-19,6/5/2019,1600,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,n,2.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
MISESUS4-20,6/6/2019,1130,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-21,6/11/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-22,6/12/2019,1030,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,<,4.3,<,8.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
MISESUS4-23,6/12/2019,1400,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-24,6/13/2019,1030,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
MISESUS4-25,6/13/2019,1400,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,<,4.3,<,8.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
MISESUS4-26,6/25/2019,1130,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MISESUS4-27,6/26/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MOBLSUS1-01,7/31/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
MOBLSUS1-03,8/12/2019,1200,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,<,4.3,<,8.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
